	author	comment
1244	Isaac Cangussú	ABBA could write The Communist Manifest but Karl Marx couldn't write Money, Money, Money
1245	Nike is a Greek Goddess	So gold digging was well and alive even back then lol
1246	the one that spins	Omg why does this song remind me of Togami 😭🖐
1247	AliaDraws	all this time 12 years ago, you can buy a car only cost a penny
1248	Pyro Hell 616	"""it's the cruel beast, That You Feed , it's the Burning yearning need to bleed, Through the Spillways"" Oh wrong song"
1249	Wenomechainsama	When dank memer trolls you
1250	Animeguygaming	ABBA for life like if you agree
1251	Runo Tehilla	This was the first ABBA song I was introduced to and I fell in love. I was about four and it was in 2005. Thanks mom, for introducing me to ABBA :)
1252	viktorthefirst	With this hyperinflation, the topic is quite relevant
1253	Rabib life	POV:You are here from Discord dank memer and you were going to buy something but didn't have money
1254	N1ck	Só queria ver como ganhar dinheiro no Discord KAKAKKAKA
1255	Minepeir	I am here because I double clicked the money on dank memer.
1256	Ahmed Mohamed	lets just all say we got here cause of dank memer
1257	Cool person	When you find $2 on the ground:
1258	SADHAA_CHAKRAVARTHI_28	Hell to pay........
1259	Rob R	Elvis Beatles Rolling Stones Abba the best
1260	Stoyan Grozdanov	Будеть! Да живеете!
1261	Kazii3309	im not the only one here because of dank memer, right?
1262	2 b	Before: People: Why are you making a video game? Developers: To make it fun and interesting for you. Now: People: Why are you making a video game? Developers: 0:47
1263	Gianni Negri	pov:ur here bc of dank memer
1264	MY Guy curtis	POV: you tried to buy a mouse from the dank memer
1265	V0id_	dank memer moment
1266	Vloixy	Common dank memer I just wanted to buy pepe ribbon 😭
1267	toooobi1900	0:47 Bitte bei Toren von Sadio Mané abspielen in der Arena!!!
1268	Fastyaveit	Very rare to hear ABBA on mainstream radio, absolute talent though
1269	xDsqieR 	**Dank Memer moment**
1270	Random_Guy	When you get directed by dank memer
1271	sya	the best song in the world. masterpiece!! ❤️
1272	Rexster_000	why did dank memer show me this?
1273	Vanessa Amarillas	🤑🤑
1274	bugg	ok, but who's really here from discord dank memer?
1275	Your bee 🐝 friend :3  #OnTheRoadTo100	POV You clicked on the money from shop in discord:
1276	Sandra Raab	all the things i can do
1277	Over Night	POV: you got here from dank memer
1278	MrBlueSkyMrNight	*FRIDA > all the money, money, money...*
1279	Noel Díaz Exposito	Mr Crab’s favorite song
1280	Lills Bills	If your looking for how to buy things from the dank memer shop Pls buy (item)
1281	Sornesh	Dank memer
1282	Bored Soul	POV: YOUR HERE BCUZ OF DANK MEMER
1283	Vloixy	Dank memer moment lol
1284	Rawan	Dank memer u did it again
1285	Julie d	Official theme from Activision and EA
1286	Keiths slave	Wtf i tried to buy something on discord from a bot and I ended up here
1287	martuhaha	This video is fantastic , pretty old effects but the zooms are done so accurately
1288	iilxly	who came here from trying to buy something from dank memers shop o discord?
1289	SilencedAbility	TOtally didnt found it from dank memer
1290	OMGWTFBBQ	I click the item's price on Dank Memer then this shows up. Glad I didn't regret watching this
1291	Paul Madsen	Money is the Worlds problems
1292	Mikol Afton 	Pov: A discord bot took u here after trying to buy a pepe crown for 250,000,000 💀👀
1293	Clmxyfn	who else came here because of dank memer bot
1294	¡ lily !	My sister taking the case off my phone
1295	DHIJ	Pov: you click on dank memer item cost
1296	Wutaii1 Nostalgia	Work my fingers to the bone and what do I get? Boney Fingers
1297	Yelling!axolotl	Pov your here bc you wanted to buy a item by dank memer
1298	Sofiaplayz.Roblox	When dank memer sends u here…
1299	RagdolL*Op-	Dank memer
1300	MelloPellow	I came from dank memer toilet paper....
1301	flatty patty	i remember jamming out to this as a 7 year old or even younger
1302	CHCmib	I was here cuz dank memer
1303	skfj	dank memer
1304	「だ」のラジオブース	money money money♪ メッシのお昼ご飯〜♪
1305	Orthrodoxile	came from dank memer
1306	Plurplie	Came here from dank memes bot
1307	lukarurua420 #roadto200k • Ω years ago	Dank memers are coming
1308	Malaysia Forever Discord Server Official	Dank memer suggested me this wtf 🗿
1309	Macario Jasmin Labog	Dank Memer bot brought me here when I just want to buy Pepe Ribbon from the shop. 🗿
1310	Haris Azeem	Came here after the dank memer link
1311	Stoyan Grozdanov	Голямата глава реши да подари новата си томахавка на един приятел, който го беше сЪздалллл
1312	AlohaXAdam	Dank memer
1313	Sander Møller	Im here from Dank Memer-
1314	chiliasmr	BYE I CAME HERE FROM DISCORD HOUSE WIFE LMAO
1315	MarshmallowMagical	Lets hope you catch something good with your new hunting rifle
1316	Mr Frosty Pop	And found this
1317	Robert McNamara	When you need a fishing poll
1318	epische_stok24	should be gta online mains song
1319	|୲_ℓഠ୶౿_ຯഠບບ໖ບ	12 лет назад•-•
1320	Mochi !	Reply if you got taken here by dank memer
1321	CCherrybun Williams	i found this from a discord bot ;-;
1322	valqqx	i was literally playing with pls bot on dis and sent me to this link 💀
1323	Zaidy.2144	dank memer bro
1324	Yacquelinne Muñoz	Amo esta canción el vídeo es fantástico música que no pasa de moda
1325	AwhAlmxnd	Thanks dank memer.
1326	macdawell kellin	この曲を聴きに来るというより、霜降りコメを見に来てる
1327	zSwqrd	I came here from discord
1328	Jacketry	when you’re 7 years old and get paid $20
1329	song4night	I remember my grandmother listening to this music
1330	Oceanmango	ok i remember hearing this song as a kid, and for years i’ve always known the lyrics yet never knew the title or who it was by. Half of the lyrics are literally “money money money”, how did i not know the was the title until now lol...still a jam though
1331	Legendori0	dank memer lol
1332	jungkookie	I’m still listening this masterpiece in 2021,thanks for great work🙌🏻
1333	Игорь Омельченко	Песня всех времён и народов
1334	Audrey Smith	Happy Father's Day Courtin'Annie Brat-T- Panties Pratt
1335	REZINOVY BARBUDO	Masterpiece.
1336	RY BACK	Whos here from dank memer “ pls shop “
1337	Faterix	ABBA's music practically raised me, knowing that they returned in 2021 makes me cry.
1338	Riccardo Alessio Caruso	Henry, Henry, Henry...
1339	DeAtH	Whose here from Dank memer?
1340	Huseynov Mayıl	I love ABBA too much...💯💯💯
1341	Mr Frosty Pop	I went on discord and bought a padlock
1342	Kobe 41	Великая АББА на все времена
1343	Victor C.	The Gold Digger's Anthem.
1344	Stas Kalinins	Крутая композиция на все Времена
1345	Wenda Oscar	Im sorry but dank memer sent me here
1346	синий	Вы через века пронесёте свою любовь к музыке. ВЫ КЛАССИКА.
1347	Beth Nichol	When you thought you had £3 but you have £3.50
1348	YUANYUAN	the lyrics...always suitable for anytime 🥲🥲🥲
1349	alyaa nath	Anyone who click money on dank memer Discord? LOL
1350	楽	今テレビで流れていたので見に来ました！ この曲めっちゃ頭に残る
1351	Pets SHOW	abba is very cool and good!
1352	רפאל סמיונוב	По статистике на сегодняшний день группа ABBA считается самой сильной группой в мире я за2021 здоровье всем
1353	Brayden Hayes	This song perfectly describes society today as well as the struggles underdeveloped nations of the globe went through.
1354	StillChill	Bro give me my lock
1355	Jay Tops	"""In my dreams, I have a plan. If I got me a wealthy man"" 20 years later she marries a Prince."
1356	Schildkröte	I bet they've made a lot of money money money with this masterpiece
1357	Filip Chabada	Money money money. MEMORIES.💵💵💵💵
1358	Phasemonton	i was sent here by dank memer >:(
1359	ni ♡	I remember in school we did a performance on this song lmaooo 😂 I remembered all the lyrics even after almost 5/6 years I was surprised
1360	Pomerica	🧝🏻‍♀️
1361	+Rookiequeen+	ı love you oww sorry not ı money love you
1362	Antonio Joel Mesa #AMD #amdreignssupreme	Dank memer??
1363	Annet W.	I work all night, I work all day, to pay the bills I have to pay Ain't it sad And still there never seems to be a single penny left for me That's too bad In my dreams I have a plan If I got me a wealthy man I wouldn't have to work at all, I'd fool around and have a ball Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha aha All the things I could do If I had a little money It's a rich man's world It's a rich man's world A man like that is hard to find but I can't get him off my mind Ain't it sad And if he happens to be free I bet he wouldn't fancy me That's too bad So I must leave, I'll have to go To Las Vegas or Monaco And win a fortune in a game, my life will never be the same Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha aha All the things I could do If I had a little money It's a rich man's world Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha aha All the things I could do If I had a little money It's a rich man's world It's a rich man's world
